Match,BPrev,BStreak,B_Age,B_Age Group,B_Height,B_ID,B_Weight,RPrev,RStreak,R_Age,R_Age_Group,R_Height,R_ID,R_Weight,winner,Blue Impact,Red Impact Score
870,0,0,35,30's,172,2317,65,2,1,28,20's,170,2150,61,blue,0,5164
871,2,1,32,30's,162,2095,56,2,1,34,30's,165,1034,61,blue,7626,4748
872,0,0,30,30's,177,2756,70,1,0,29,20's,185,2604,70,red,0,2801
873,0,0,28,20's,167,2542,52,2,1,35,30's,165,2279,52,red,0,7614
874,1,0,31,30's,180,2805,77,2,0,31,30's,182,2700,77,blue,1468,6081
875,6,3,33,30's,187,516,93,6,3,38,30's,180,1409,93,red,9292,27280
876,0,0,30,30's,182,2507,70,1,0,31,30's,172,1675,70,red,0,4200
877,1,1,31,30's,190,970,118,2,1,37,30's,190,377,119,red,291,2483
878,3,0,34,30's,177,2287,70,3,0,22,20's,175,2258,70,red,6636,7092
879,3,2,33,30's,175,890,70,6,5,32,30's,175,532,70,blue,11672,18557
880,0,0,32,30's,180,1902,77,2,0,31,30's,187,1331,77,blue,0,4582
881,4,0,38,30's,167,1170,61,4,0,35,30's,172,1689,61,blue,14089,5788
882,3,3,35,30's,185,449,84,4,1,38,30's,185,368,84,red,2051,12014
883,6,0,31,30's,175,2073,70,4,2,30,30's,172,2023,70,red,14144,14449
884,0,0,34,30's,167,476,65,0,0,33,30's,180,733,65,red,0,0
885,0,0,28,20's,177,1092,70,0,0,35,30's,172,1136,70,blue,0,0
886,2,1,26,20's,172,2238,65,3,2,29,20's,170,1906,65,blue,2768,2299
887,3,0,30,30's,167,2191,61,4,0,30,30's,170,2164,65,blue,5337,13232
888,1,1,35,30's,187,455,77,2,0,34,30's,175,1386,77,red,2774,2664
889,2,2,38,30's,190,1163,120,1,0,37,30's,187,375,109,blue,1754,3432
890,1,1,36,30's,170,2332,56,2,1,23,20's,162,2217,56,red,3981,3500
891,1,1,33,30's,182,2087,84,0,0,32,30's,182,2069,84,red,335,0
892,3,2,24,20's,177,2724,65,7,0,28,20's,177,1755,65,blue,10505,23527
893,3,2,35,30's,167,2074,70,4,4,30,30's,177,2288,70,blue,9548,10079
894,5,2,34,30's,193,1852,109,3,3,39,30's,193,308,104,blue,21041,13186
895,5,0,30,30's,187,2264,84,0,0,30,30's,185,2782,84,blue,8959,0
896,2,2,28,20's,167,2345,52,0,0,22,20's,162,2305,52,red,5603,0
897,4,3,28,20's,172,1719,61,5,5,30,30's,167,1317,61,blue,7491,20693
898,6,1,24,20's,175,2157,70,5,2,22,20's,175,2258,70,blue,19004,13630
899,3,1,27,20's,165,2134,56,1,1,23,20's,170,2825,56,red,4832,705
900,4,0,30,30's,180,2230,65,1,1,35,30's,175,2169,65,blue,3100,3718
901,3,2,26,20's,182,2037,84,4,1,29,20's,185,1546,84,blue,7445,12640
902,1,0,25,20's,160,2792,52,1,0,32,30's,160,2769,52,blue,408,930
903,2,2,25,20's,190,2510,77,4,4,26,20's,185,2204,77,red,4875,13043
904,1,1,25,20's,172,2809,61,2,1,29,20's,172,2368,61,blue,3877,5244
905,3,0,31,30's,172,1978,65,2,0,34,30's,172,1954,65,blue,8084,1353
906,2,0,32,30's,190,2200,77,1,0,37,30's,172,374,65,blue,5462,1974
907,2,2,33,30's,165,2133,61,3,3,30,30's,170,1828,61,red,8560,652
908,2,0,37,30's,182,372,84,4,0,25,20's,175,2070,84,red,4596,13390
909,1,0,22,20's,165,2759,52,2,0,29,20's,170,2603,52,red,2623,7447
910,5,0,30,30's,162,2299,56,4,4,32,30's,162,911,56,red,17998,18055
911,0,0,34,30's,182,2083,112,0,0,30,30's,187,2105,120,red,0,0
912,3,0,31,30's,167,1056,56,2,0,33,30's,167,2125,56,blue,10737,6874
913,2,0,33,30's,172,2184,70,1,1,26,20's,172,2154,65,red,7984,3575
914,0,0,26,20's,170,2257,70,2,2,29,20's,190,2047,77,red,0,8786
915,3,1,29,20's,167,2143,56,4,0,37,30's,162,2196,56,red,3501,12572
916,1,1,30,30's,175,2202,65,3,2,31,30's,180,2214,65,red,1233,7678
917,4,4,30,30's,167,1317,61,2,2,35,30's,172,2317,65,blue,15172,5908
918,0,0,32,30's,193,2284,93,0,0,28,20's,180,2283,84,red,0,0
919,0,0,26,20's,180,2847,65,3,1,29,20's,175,2289,65,blue,0,9389
920,1,1,27,20's,167,2583,61,2,2,36,30's,167,2304,61,red,4383,5319
921,1,0,33,30's,162,2178,61,0,0,25,20's,170,2325,61,red,754,0
922,1,0,30,30's,180,1783,77,1,0,37,30's,180,1781,84,red,3459,585
923,1,0,25,20's,175,2405,61,5,0,25,20's,170,2325,61,red,4518,9438
924,1,0,36,30's,185,2732,109,3,1,36,30's,195,2215,118,red,200,7802
925,0,0,39,30's,180,2148,61,0,0,30,30's,170,2147,61,red,0,0
926,0,0,39,30's,185,326,77,0,0,27,20's,182,1176,77,red,0,0
927,4,2,32,30's,182,1820,77,8,0,29,20's,190,2047,77,red,3919,24813
928,1,1,38,30's,172,721,70,0,0,28,20's,180,1974,65,red,5721,0
929,4,3,32,30's,175,532,70,1,1,30,30's,177,1069,65,blue,10747,1746
930,3,0,30,30's,187,1096,70,6,0,31,30's,172,1976,70,blue,9222,14237
931,2,2,27,20's,170,2177,61,2,0,33,30's,170,1051,61,blue,9135,5098
932,2,1,30,30's,187,2264,84,2,1,32,30's,185,1991,84,blue,5199,3729
933,1,1,30,30's,180,2826,77,3,0,34,30's,182,1992,77,red,3979,9868
934,0,0,30,30's,172,2023,70,1,1,33,30's,175,1066,77,red,0,5447
935,1,1,33,30's,187,516,93,1,1,30,30's,195,1139,93,blue,4252,1901
936,5,1,37,30's,167,959,61,2,2,32,30's,172,1057,61,red,15011,7786
937,10,2,33,30's,185,1076,77,3,2,32,30's,177,669,77,blue,25274,10843
938,3,2,34,30's,172,1054,65,1,0,31,30's,167,1484,65,red,10649,6041
939,4,0,32,30's,162,2095,56,5,1,28,20's,165,1504,56,blue,11773,20795
941,0,0,37,30's,187,375,109,0,0,34,30's,193,1852,109,red,0,0
942,0,0,37,30's,182,372,84,0,0,35,30's,187,1476,84,blue,0,0
943,1,1,38,30's,180,347,77,4,3,33,30's,185,1806,84,red,383,9204
944,2,0,30,30's,172,2023,70,5,1,30,30's,180,2036,70,blue,7018,17821
945,3,0,29,20's,175,2295,77,1,0,35,30's,187,2709,77,red,6733,3824
946,4,1,34,30's,175,2221,61,0,0,31,30's,172,1194,63,red,9219,0
947,4,4,30,30's,190,1984,70,8,0,27,20's,177,2168,70,red,14101,18726
948,0,0,33,30's,172,2265,56,1,0,23,20's,162,2217,56,red,0,2918
949,2,1,26,20's,177,2429,70,1,1,21,20's,182,2628,70,red,5222,535
950,0,0,27,20's,170,2838,61,0,0,25,20's,170,2839,61,red,0,0
951,1,1,25,20's,177,2198,65,5,2,33,30's,172,1050,65,red,400,18845
952,0,0,29,20's,172,2368,61,1,0,28,20's,170,2150,61,red,0,4301
953,2,1,32,30's,187,663,77,4,3,35,30's,180,471,77,red,5446,24693
954,0,0,26,20's,177,2429,70,1,0,28,20's,177,2268,77,red,0,3622
955,0,0,31,30's,180,2582,70,0,0,26,20's,193,2581,84,blue,0,0
956,4,3,34,30's,177,915,70,4,3,37,30's,182,2078,70,red,5439,9612
957,4,1,34,30's,200,1515,115,1,0,34,30's,185,497,109,red,12359,3993
958,0,0,40,40's,162,940,61,0,0,29,20's,170,2331,61,no contest,0,0
959,0,0,36,30's,175,2096,70,0,0,37,30's,170,1367,70,red,0,0
960,6,3,30,30's,187,1550,84,5,0,35,30's,185,449,84,red,16107,10986
961,5,3,37,30's,180,405,77,9,1,33,30's,185,1076,77,red,14086,21377
962,0,0,33,30's,195,2106,113,2,0,39,30's,193,306,120,red,0,2673
963,7,0,28,20's,165,1504,56,3,0,33,30's,162,2152,56,blue,27096,9551
964,5,0,34,30's,187,2300,93,8,0,36,30's,187,1694,93,red,13091,20628
965,1,1,30,30's,187,1096,70,2,2,32,30's,180,1272,77,red,528,8873
966,1,1,32,30's,180,1272,77,2,2,31,30's,172,1976,70,blue,4157,4176
967,1,1,28,20's,182,2228,77,2,2,35,30's,177,2131,77,red,1813,802
968,0,0,27,20's,175,2237,65,1,0,31,30's,172,1978,65,red,0,1626
969,1,0,34,30's,182,2559,77,3,0,28,20's,182,2228,77,red,458,6086
970,0,0,29,20's,177,2580,77,3,0,31,30's,175,2073,70,red,0,4610
971,5,0,33,30's,185,2205,93,2,1,35,30's,180,2195,93,red,9883,358
972,0,0,32,30's,190,1805,70,0,0,35,30's,172,941,65,red,0,0
973,1,0,27,20's,193,2787,113,3,0,33,30's,195,2106,113,red,4068,7167
974,1,1,29,20's,177,2313,70,2,2,27,20's,180,2179,70,blue,328,6036
975,2,0,24,20's,170,2126,61,2,0,33,30's,167,2007,56,red,7398,5287
976,1,0,28,20's,180,2315,65,2,0,33,30's,170,1994,65,no contest,1818,3568
977,0,0,25,20's,175,2405,61,4,2,27,20's,167,2354,61,draw,0,8297
978,2,0,31,30's,180,2585,70,6,0,22,20's,175,2258,70,blue,2960,14190
979,2,0,36,30's,177,1478,70,1,0,31,30's,175,2073,70,red,1811,3432
980,4,0,32,30's,185,1991,84,2,1,29,20's,180,2611,84,blue,5184,824
981,1,0,29,20's,175,2295,77,3,0,40,40's,180,2226,77,blue,2718,2462
982,8,1,32,30's,180,1272,77,6,1,31,30's,175,965,77,blue,40238,11263
983,3,3,26,20's,185,2204,77,3,1,29,20's,175,2130,77,blue,8931,11621
984,2,0,33,30's,172,2013,70,4,0,33,30's,177,514,70,blue,4280,11860
985,3,3,34,30's,170,2256,56,4,4,29,20's,167,2280,52,red,10270,15183
986,0,0,32,30's,182,2365,77,2,2,33,30's,177,1655,77,red,0,5821
987,3,1,29,20's,175,1983,70,1,1,32,30's,172,875,70,blue,5916,2096
988,0,0,28,20's,167,2866,61,6,2,36,30's,167,2022,61,red,0,14472
989,1,1,39,30's,167,2376,61,5,1,33,30's,165,2133,61,draw,3577,17141
990,1,0,31,30's,187,1331,77,2,2,28,20's,180,2015,77,red,4090,2350
991,0,0,33,30's,185,2161,77,0,0,28,20's,198,2064,84,red,0,0
992,0,0,28,20's,182,2754,84,0,0,27,20's,182,2755,84,blue,0,0
993,5,0,30,30's,170,1828,61,5,4,28,20's,172,1719,61,red,2685,8750
994,0,0,28,20's,190,2770,111,1,0,33,30's,195,2106,113,red,0,2191
995,4,1,32,30's,190,2082,118,2,1,32,30's,182,1850,118,red,4759,4968
996,3,1,36,30's,185,419,93,1,1,25,20's,190,2076,93,red,5542,2846
997,7,0,31,30's,172,1976,70,4,0,32,30's,180,2316,70,red,14632,13473
998,0,0,27,20's,177,2296,56,1,0,33,30's,175,1912,61,blue,0,278
999,0,0,29,20's,177,2229,77,0,0,28,20's,182,2228,77,red,0,0
1000,2,1,31,30's,182,538,77,5,5,28,20's,175,2057,70,blue,8639,7106
1001,1,0,27,20's,182,2159,70,0,0,38,30's,177,1146,70,blue,2322,0
1002,0,0,31,30's,170,2710,52,2,2,27,20's,154,2340,52,red,0,9316
1003,2,2,29,20's,180,2297,77,2,0,41,40's,182,870,77,blue,4382,4532
1004,1,0,29,20's,177,2290,84,2,0,33,30's,182,2286,84,blue,416,3305
1005,2,2,27,20's,177,2262,70,1,1,35,30's,175,2175,70,blue,5409,3753
1006,1,0,33,30's,187,1952,77,1,0,31,30's,182,2203,77,blue,3062,3222
1007,1,0,32,30's,175,2193,65,1,0,30,30's,180,1916,65,blue,670,431
1008,1,1,36,30's,175,1706,61,1,1,34,30's,167,1882,61,blue,3221,5405
1009,2,1,31,30's,172,1978,65,2,0,35,30's,172,941,65,red,6164,5160
1010,1,0,35,30's,172,1689,61,2,1,37,30's,167,959,61,red,3212,3998
1011,3,1,31,30's,180,2585,70,1,1,30,30's,175,2812,70,red,6235,4434
1012,5,4,33,30's,187,1952,77,2,0,36,30's,182,432,77,red,16366,6091
1013,5,0,32,30's,190,2200,77,5,0,32,30's,182,1422,77,red,11369,14318
1014,0,0,27,20's,172,2846,61,2,0,29,20's,172,2266,61,red,0,4001
1015,0,0,33,30's,172,2013,70,0,0,32,30's,172,530,70,blue,0,0
1016,0,0,26,20's,177,2119,65,1,1,25,20's,180,1936,65,red,0,2664
1017,4,0,26,20's,165,2210,61,0,0,21,20's,175,2857,61,red,11771,0
1018,0,0,32,30's,165,2132,61,0,0,29,20's,175,2018,61,red,0,0
1019,1,0,35,30's,180,2195,93,1,0,35,30's,187,1476,84,blue,94,650
1020,9,2,32,30's,180,1272,77,12,4,33,30's,185,1076,77,blue,41702,30360
1021,7,2,32,30's,190,2082,118,5,1,40,40's,182,1015,119,blue,8674,14859
1022,1,0,30,30's,170,2749,65,1,1,27,20's,170,2705,65,blue,3756,4933
1023,2,2,32,30's,180,2316,70,4,0,31,30's,180,1657,70,red,5742,9536
1024,4,3,33,30's,187,1952,77,2,2,36,30's,182,2174,77,blue,12446,7240
1025,1,1,38,30's,193,367,109,0,0,37,30's,193,1431,119,blue,587,0
1026,0,0,29,20's,170,2845,52,1,1,28,20's,165,2697,52,red,0,3975
1027,0,0,29,20's,185,1546,84,0,0,30,30's,180,1783,77,blue,0,0
1028,0,0,25,20's,160,2079,52,0,0,28,20's,170,2150,61,blue,0,0
1029,0,0,31,30's,185,2820,70,2,2,32,30's,172,1137,70,red,0,7732
1030,7,6,26,20's,160,1966,61,6,1,31,30's,167,1905,61,red,26239,39978
1031,1,0,30,30's,190,1969,93,0,0,44,40's,190,175,93,red,624,0
1032,1,0,37,30's,185,1080,70,3,0,31,30's,172,1976,70,red,2851,6931
1033,2,1,29,20's,170,1906,65,4,0,35,30's,172,941,65,blue,1983,7355
1034,0,0,31,30's,182,2261,70,0,0,30,30's,190,1984,70,red,0,0
1035,6,2,28,20's,177,1755,65,4,4,24,20's,180,2362,65,red,17375,12489
1036,1,0,30,30's,170,1970,56,8,0,25,20's,175,2166,56,blue,3854,23745
1037,0,0,29,20's,167,2143,56,0,0,27,20's,170,2054,61,red,0,0
1038,0,0,28,20's,193,2788,109,0,0,27,20's,193,2787,113,blue,0,0
1039,4,0,31,30's,175,965,77,2,0,30,30's,177,942,77,red,7007,10535
1040,2,0,33,30's,185,2205,93,0,0,30,30's,195,2285,93,blue,5481,0
1041,4,2,38,30's,170,750,65,4,0,30,30's,167,1907,65,red,10361,11254
1042,6,0,30,30's,180,1783,77,6,0,32,30's,180,1272,77,blue,13127,31470
1043,0,0,32,30's,160,1911,56,0,0,33,30's,162,2016,56,no contest,0,0
1044,2,2,26,20's,172,2213,65,2,0,28,20's,182,2048,65,blue,9104,6810
1045,1,0,40,40's,190,272,109,1,0,29,20's,213,649,120,red,294,536
1046,6,1,36,30's,187,1694,93,3,1,37,30's,187,1968,93,red,17522,13510
1047,2,0,31,30's,180,2582,70,3,1,33,30's,172,2013,70,red,2734,4485
1048,1,0,30,30's,172,2371,56,1,0,29,20's,167,2091,56,blue,2860,3292
1049,3,0,33,30's,182,2286,84,2,0,27,20's,187,2246,84,red,7082,5448
1050,2,1,30,30's,180,2508,77,2,1,32,30's,180,525,77,blue,7263,5326
1051,0,0,27,20's,152,2808,52,3,1,25,20's,170,2465,52,red,0,6492
1052,1,0,26,20's,193,2581,84,0,0,39,30's,182,2324,84,red,696,0
1053,1,1,31,30's,167,1905,61,1,1,30,30's,167,1527,65,blue,5239,1418
1054,2,0,33,30's,193,535,108,1,1,35,30's,193,969,120,blue,10152,808
1055,3,3,29,20's,180,2297,77,3,3,26,20's,180,2247,77,red,8519,8691
1056,5,3,34,30's,182,2083,112,4,1,29,20's,213,649,120,red,9655,7270
1057,0,0,38,30's,177,356,70,0,0,33,30's,175,1066,77,red,0,0
1058,1,0,28,20's,190,2364,84,0,0,32,30's,180,1638,84,red,1406,0
1059,6,4,36,30's,193,808,120,6,3,34,30's,193,1852,109,red,14284,21858
1060,2,0,35,30's,180,454,61,3,0,33,30's,170,1051,61,red,2011,7088
1061,0,0,29,20's,170,2259,65,0,0,22,20's,175,2258,70,red,0,0
1062,3,0,26,20's,165,2610,56,3,0,28,20's,165,2505,56,red,6219,3340
1063,2,1,28,20's,182,2209,77,2,1,25,20's,182,2329,77,red,5777,2672
1064,1,0,23,20's,182,2772,77,6,0,32,30's,182,1820,77,red,3306,8487
1065,7,1,25,20's,175,2070,84,2,0,37,30's,180,1403,84,blue,27347,4029
1066,3,1,32,30's,182,1422,77,1,1,32,30's,180,2509,77,blue,6187,3957
1067,0,0,28,20's,172,2430,65,2,0,31,30's,172,2190,65,blue,0,5570
1068,3,0,33,30's,170,1994,65,5,1,30,30's,167,1907,65,red,4078,15031
1069,0,0,34,30's,185,2005,84,0,0,35,30's,182,464,84,red,0,0
1070,0,0,34,30's,185,2428,84,2,2,34,30's,190,1938,84,red,0,6823
1071,0,0,24,20's,165,2344,52,0,0,29,20's,154,2338,52,red,0,0
1072,1,0,33,30's,185,2161,77,1,0,29,20's,182,2104,77,red,1355,144
1073,0,0,27,20's,177,2001,70,1,0,32,30's,177,669,77,red,0,4455
1074,1,0,29,20's,177,2192,61,1,0,34,30's,177,1910,61,blue,2740,64
1075,0,0,29,20's,175,2467,65,0,0,24,20's,167,2326,61,red,0,0
1076,1,0,26,20's,193,2740,84,0,0,26,20's,182,2780,93,blue,1478,0
1077,1,0,33,30's,175,515,65,5,0,30,30's,167,1527,65,red,3215,19206
1078,0,0,25,20's,172,2809,61,1,0,31,30's,172,2757,61,blue,0,3550
1079,2,0,27,20's,177,2296,56,1,1,24,20's,167,2326,61,red,1329,3924
1080,4,0,27,20's,187,2246,84,1,1,39,30's,182,2324,84,red,9296,4555
1081,3,0,28,20's,170,2150,61,3,3,25,20's,160,2079,52,blue,9019,11148
1082,4,0,33,30's,165,2133,61,5,0,30,30's,167,2099,61,blue,13113,15578
1083,0,0,26,20's,160,2120,52,0,0,25,20's,162,2468,52,blue,0,0
1084,0,0,31,30's,180,2585,70,3,0,28,20's,180,1814,70,blue,0,7130
1086,0,0,29,20's,172,2266,61,1,1,35,30's,180,454,61,blue,0,1216
1087,1,1,33,30's,172,509,70,2,2,33,30's,185,1076,77,red,842,2155
1088,1,1,27,20's,182,2851,77,2,2,26,20's,180,2737,77,no contest,1202,8191
1089,0,0,34,30's,180,2366,104,1,0,26,20's,190,2233,109,red,0,3712
1090,6,2,23,20's,167,2118,56,6,0,33,30's,167,2007,56,blue,22959,16308
1091,1,1,29,20's,157,2342,52,1,0,31,30's,162,2350,52,red,1629,3505
1092,0,0,30,30's,172,2877,77,4,1,34,30's,182,1992,77,red,0,13697
1093,1,0,30,30's,177,2232,61,1,0,27,20's,175,2237,65,blue,671,2906
1094,1,1,25,20's,175,2166,56,1,1,35,30's,160,1253,56,red,4670,4615
1095,1,1,30,30's,167,1907,65,1,1,35,30's,170,459,65,blue,4442,1045
1096,0,0,27,20's,180,2377,70,1,1,27,20's,177,2262,70,red,0,1658
1097,0,0,31,30's,172,1791,65,1,1,33,30's,170,1994,65,blue,0,298
1098,1,0,30,30's,175,2421,65,1,1,33,30's,175,2128,65,red,1222,3803
1099,1,0,37,30's,190,377,119,1,0,37,30's,193,1431,119,blue,1992,648
1100,8,3,24,20's,175,2157,70,9,7,38,30's,175,1997,70,blue,22826,29246
1101,6,2,36,30's,190,1810,84,1,1,28,20's,185,2789,84,red,16651,4417
1102,2,2,33,30's,180,2337,93,6,0,37,30's,187,1968,93,red,4225,15982
1103,0,0,37,30's,185,2009,93,0,0,30,30's,195,1139,93,red,0,0
1104,0,0,28,20's,180,2777,77,3,0,27,20's,182,1867,77,blue,0,6311
1105,1,0,27,20's,182,2755,84,1,0,34,30's,185,2428,84,blue,4037,1299
1106,1,0,29,20's,170,2331,61,0,0,24,20's,172,2359,61,red,1790,0
1107,1,0,26,20's,172,2292,70,3,3,30,30's,177,2288,70,red,3332,8890
1108,0,0,28,20's,172,1990,65,0,0,27,20's,177,1531,65,red,0,0
1109,3,0,30,30's,167,2309,61,4,0,31,30's,170,2220,61,blue,9628,13991
1110,0,0,35,30's,187,2090,84,0,0,36,30's,190,1810,84,red,0,0
1111,4,1,30,30's,180,1783,77,0,0,30,30's,182,2107,77,blue,7400,0
1112,1,0,29,20's,170,2603,52,1,0,30,30's,157,2372,52,red,2978,3707
1113,0,0,36,30's,180,2752,106,1,1,30,30's,193,2659,113,red,0,2484
1114,1,1,29,20's,175,2089,70,1,1,33,30's,177,514,70,red,3826,4361
1115,1,0,24,20's,172,2363,61,1,0,26,20's,172,2355,61,red,3956,4243
1116,0,0,27,20's,177,2322,70,1,1,30,30's,177,2288,70,red,0,4392
1117,4,0,30,30's,187,2264,84,4,0,28,20's,185,2224,84,red,5876,12067
1118,4,1,31,30's,162,2084,56,6,2,26,20's,165,2103,56,red,14164,22268
1119,1,0,27,20's,172,2504,61,0,0,24,20's,177,2760,61,blue,3140,0
1120,4,1,32,30's,182,2069,84,5,2,31,30's,187,786,84,blue,9050,14563
1121,2,2,35,30's,160,1253,56,1,1,30,30's,160,1495,56,red,8114,2455
1122,0,0,27,20's,170,2626,70,3,1,32,30's,167,2207,70,red,0,21682
1123,3,3,25,20's,180,1936,65,1,0,34,30's,172,1954,65,blue,12199,549
1124,2,0,34,30's,187,2051,84,0,0,32,30's,187,2251,84,blue,6205,0
1125,3,3,32,30's,190,1294,84,3,1,38,30's,185,346,84,blue,2795,11655
1126,0,0,33,30's,185,1806,84,0,0,39,30's,182,1866,84,red,0,0
1127,1,0,32,30's,160,1911,56,2,2,26,20's,165,2103,56,red,67,5591
1128,0,0,37,30's,187,1968,93,0,0,29,20's,193,549,93,red,0,0
1129,0,0,23,20's,170,2882,61,2,1,35,30's,172,2219,61,blue,0,1890
1130,6,0,36,30's,175,1706,61,5,1,38,30's,167,1170,61,blue,18110,18128
1131,3,0,31,30's,187,786,84,2,0,46,40's,180,129,84,blue,9378,3766
1132,0,0,34,30's,187,2300,93,2,2,33,30's,177,2060,93,blue,0,696
1133,2,0,30,30's,195,1139,93,4,1,38,30's,180,1409,93,red,2420,14843
1134,0,0,30,30's,180,2464,77,1,0,31,30's,170,2310,77,red,0,1300
1135,2,1,27,20's,172,2504,61,1,1,31,30's,172,2137,61,blue,3662,4477
1136,0,0,30,30's,187,1096,70,1,0,32,30's,172,530,70,blue,0,2767
1137,0,0,33,30's,177,2806,77,0,0,24,20's,182,2776,77,red,0,0
1138,0,0,31,30's,175,2699,70,3,0,27,20's,182,2159,70,red,0,4896
1139,0,0,31,30's,180,2214,65,0,0,26,20's,172,2213,65,red,0,0
1140,1,1,37,30's,185,1663,93,1,1,34,30's,193,1852,109,red,4294,5152
1141,0,0,31,30's,177,2634,77,0,0,36,30's,180,2833,77,blue,0,0
1142,0,0,30,30's,190,1969,93,1,1,32,30's,190,2082,118,red,0,1187
1143,1,1,35,30's,177,2131,77,0,0,34,30's,175,2027,84,blue,682,0
1144,0,0,31,30's,177,1982,70,0,0,39,30's,175,774,70,blue,0,0
1145,4,3,26,20's,182,2037,84,5,2,32,30's,182,2069,84,blue,7733,9783
1146,0,0,28,20's,175,2874,61,2,0,25,20's,175,2405,61,red,0,6257
1147,0,0,30,30's,180,2093,70,0,0,38,30's,172,1824,70,blue,0,0
1148,0,0,26,20's,177,2828,93,4,0,37,30's,185,2085,93,no contest,0,12579
1149,0,0,34,30's,200,1515,115,0,0,39,30's,193,308,104,red,0,0
1150,2,2,25,20's,187,2750,77,4,1,21,20's,182,2628,70,blue,1131,7185
1151,2,0,36,30's,185,419,93,4,0,36,30's,182,435,84,blue,3476,2921
1152,0,0,28,20's,190,2364,84,1,0,38,30's,185,2245,84,red,0,2851
1153,1,1,34,30's,170,2571,61,0,0,30,30's,172,2358,61,red,4116,0
1154,4,0,35,30's,180,1452,84,6,1,30,30's,187,2264,84,red,10137,9555
1155,0,0,23,20's,185,2765,93,2,2,30,30's,190,2608,93,red,0,3716
1156,2,1,31,30's,172,1675,70,6,6,33,30's,185,1076,77,red,6093,17385
1157,1,0,30,30's,180,2239,70,1,0,28,20's,175,2223,70,red,2864,992
1158,4,2,32,30's,190,2200,77,2,2,29,20's,182,2587,77,red,9887,6140
1159,2,2,23,20's,187,2658,110,2,1,31,30's,190,2753,113,red,6094,5123
1160,2,2,27,20's,180,2375,65,6,0,30,30's,175,545,65,blue,6126,24963
1161,0,0,27,20's,182,2831,84,3,3,34,30's,190,1938,84,blue,0,8257
1162,4,1,27,20's,177,1531,65,4,0,30,30's,177,1069,65,red,3589,13429
1163,0,0,29,20's,177,2290,84,1,1,33,30's,177,2060,93,red,0,22
1164,1,1,35,30's,185,449,84,2,0,35,30's,190,1883,84,blue,107,5174
1165,0,0,34,30's,182,1944,77,0,0,26,20's,182,2037,84,blue,0,0
1166,0,0,26,20's,193,2146,65,0,0,25,20's,180,1936,65,red,0,0
1167,0,0,28,20's,193,1843,84,5,1,32,30's,185,1991,84,red,0,8971
1168,4,3,24,20's,175,2157,70,3,2,37,30's,182,2078,70,red,13744,8459
1169,0,0,27,20's,185,2602,77,3,0,36,30's,182,2174,77,red,0,10525
1170,2,2,33,30's,175,511,70,1,0,32,30's,187,663,77,red,7125,1805
1171,0,0,27,20's,185,2244,70,0,0,31,30's,180,2243,70,red,0,0
1172,0,0,32,30's,180,2231,70,3,0,27,20's,180,2179,70,blue,0,8602
1173,0,0,31,30's,182,2203,77,0,0,27,20's,182,1867,77,red,0,0
1174,2,0,29,20's,185,1546,84,1,0,36,30's,182,435,84,red,6667,199
1175,0,0,27,20's,182,2263,77,1,1,31,30's,175,2176,70,blue,0,2890
1176,3,2,26,20's,160,1966,61,3,1,35,30's,172,1689,61,blue,12649,5094
1177,3,2,29,20's,177,1481,70,3,1,28,20's,175,1595,70,red,4348,2517
1178,8,3,30,30's,187,2264,84,6,1,37,30's,182,372,84,blue,16338,10999
1179,1,0,32,30's,177,2762,70,0,0,26,20's,180,2706,70,blue,1786,0
1180,0,0,30,30's,177,2701,77,0,0,31,30's,182,2700,77,red,0,0
1181,1,0,31,30's,187,786,84,0,0,39,30's,182,653,84,blue,5607,0
1182,1,1,26,20's,182,2703,77,1,0,25,20's,180,2588,77,red,172,2769
1183,4,2,29,20's,175,1983,70,1,1,32,30's,177,524,70,blue,7911,2006
1184,5,3,27,20's,177,2168,70,2,0,33,30's,172,509,70,blue,8832,3148
1185,1,0,27,20's,185,2602,77,2,0,35,30's,187,455,77,red,2791,3049
1186,2,0,30,30's,175,545,65,3,0,30,30's,167,1907,65,blue,11425,8388
1187,2,1,28,20's,165,1504,56,1,1,24,20's,170,2126,61,blue,7729,4868
1188,6,0,33,30's,185,2205,93,2,0,27,20's,190,2281,93,red,14117,9616
1189,2,1,34,30's,185,2005,84,2,1,34,30's,182,1594,84,red,8610,7155
1190,4,1,34,30's,170,646,77,6,0,33,30's,187,1952,77,red,8958,17486
1191,3,3,25,20's,175,2070,84,3,1,34,30's,175,1386,77,red,9631,3049
1192,4,0,33,30's,170,2165,61,3,0,24,20's,167,2326,61,red,12054,8430
1193,4,0,30,30's,177,1711,70,5,3,28,20's,175,1595,70,blue,17919,4730
1194,0,0,28,20's,175,2843,61,5,0,34,30's,175,2221,61,red,0,9509
1195,2,0,30,30's,180,2230,65,1,1,29,20's,175,2289,65,blue,2111,4923
1196,2,0,27,20's,185,2790,93,1,0,32,30's,185,2623,93,blue,2426,709
1197,0,0,32,30's,187,2767,114,0,0,23,20's,187,2658,110,red,0,0
1198,3,1,38,30's,180,347,77,3,1,33,30's,185,2055,77,red,3977,9248
1199,0,0,35,30's,190,1547,77,0,0,33,30's,175,511,70,red,0,0
1200,0,0,30,30's,182,2124,77,0,0,33,30's,182,2080,77,blue,0,0
1201,2,2,27,20's,162,2589,61,5,1,36,30's,175,1706,61,blue,5231,11987
