BPrev,BStreak,B_Age,B_Height,B_HomeTown,B_ID,B_Location,B_Name,B_Weight,Date,Event_ID,Fight_ID,Last_round,Max_round,RPrev,R_Age,R_Height,R_HomeTown,R_ID,R_Location,R_Name,R_Weight,winby,winner
0,0,38,193,Hounslow England,808,Amsterdam The Netherlands,Alistair Overeem,120,2/3/2014,646,4580,3,3,0,39,190,"Las Vegas, Nevada USA",377,"Las Vegas, Nevada USA",Frank Mir,119,DEC,blue
0,0,36,172,"Chicago, Illinois United States",1054,"Chicago, Illinois United States",Ricardo Lamas,65,2/3/2014,646,4589,5,5,0,32,170,Manaus Brazil,1052,Rio de Janeiro Brazil,Jose Aldo,65,DEC,red
0,0,39,167,"Isla Vista , California USA",959,"Sacramento, California USA",Urijah Faber,61,2/3/2014,646,4590,1,5,0,31,167,Natal Brazil,1527,Rio de Janeiro Brazil,Renan Barao,61,KO/TKO,red
0,0,33,167,"San Diego, CA USA",1056,"San Diego, CA USA",Danny Martinez,56,2/3/2014,646,4605,3,3,0,37,160,"San Jose, California USA",1253,"Tucson, Arizona USA",Chris Cariaso,56,DEC,red
0,0,36,185,Southampton England,2005,Southampton England,Tom Watson,84,2/3/2014,646,4631,3,3,0,37,182,"Englewood, NJ USA",464,"Brick, NJ USA",Nick Catone,84,DEC,red
0,0,35,180,Amazonas Brazil,2101,Rio de Janeiro Brazil,Alan Patrick,70,2/3/2014,646,4642,3,3,0,33,172,"Halifax, Nova Scotia Canada",1675,"Montreal, Quebec Canada",John Makdessi,70,DEC,blue
0,0,26,175,"Detroit, Michigan United States",2157,"Las Vegas, Nevada United States",Kevin Lee,70,2/3/2014,646,4649,3,3,0,31,175,"Wantagh, New York United States",1983,"Wantagh, New York United States",Al Iaquinta,70,DEC,red
0,0,33,175,Dagestan Russia,2158,"Coconut Creek, Florida United States",Rashid Magomedov,70,11/5/2016,646,4651,3,3,0,28,182,"Palos Heights, Illinois United States",2159,"Boston, Massachusetts United States",Tony Martin,70,DEC,blue
0,0,36,180,"Zinzeli, Astrakhan Oblast Russia",2160,"Zinzeli, Astrakhan Oblast Russia",Gasan Umalatov,77,2/3/2014,646,4652,3,3,0,31,190,"Brooklyn, New York United States",2047,"Denver, Colorado United States",Neil Magny,77,DEC,red
0,0,33,162,Dagestan Republic Russia,2084,Dagestan Republic Russia,Ali Bagautinov,56,2/3/2014,646,4658,3,3,0,28,160,"Paranagua, Parana Brazil",1966,"Paranagua, Parana Brazil",John Lineker,61,DEC,blue
0,0,35,172,"Greensboro, North Carolina United States",2013,"Boca Raton, Florida United States",Abel Trujillo,70,2/3/2014,646,4662,2,3,0,33,172,"Phoenix, Arizona USA",530,"Tempe, Arizona USA",Jamie Varner,70,KO/TKO,blue
0,0,27,190,"Anchorage, Alaska USA",2167,"Anchorage, Alaska USA",Andy Enz,84,2/3/2014,646,4665,3,3,0,31,187,"Hattiesburg, MS USA",2061,"Atlanta, GA USA",Clint Hester,93,DEC,red
0,0,33,187,Tehran Iran,786,"Leiden, Holland The Netherlands",Gegard Mousasi,84,2/16/2014,647,4591,5,5,0,40,185,Salvador Brazil,346,"Balem, Brazil USA",Lyoto Machida,84,DEC,red
0,0,36,190,Paris France,1883,"Montreal, Quebec Canada",Francis Carmont,84,2/16/2014,647,4603,3,3,0,38,185,Espiritos Santos Brazil,896,Rio de Janeiro Brazil,Jacare Souza,84,DEC,red
0,0,33,177,"Quincy, Massachusetts United States",1982,"Pembroke, Massachusetts United States",Joe Proctor,77,2/16/2014,647,4618,3,3,0,40,175,Rio de Janeiro Brazil,774,Curitiba Brazil,Cristiano Marcello,70,DEC,blue
0,0,32,182,"Botkyrka, Stockholm Sweden",2124,Stockholm Sweden,Nico Musoke,77,2/16/2014,647,4619,3,3,0,34,182,"Jales City, Sao Paulo Brazil",2080,São Paulo Brazil,Viscardi Andrade,77,DEC,blue
0,0,29,172,Newcastle England,1990,Newcastle England,Andy Ogle,65,3/7/2014,647,4626,3,3,0,28,177,Sao Paulo Brazil,1531,"Houston , Texas United States",Charles Oliveira,70,SUB,red
0,0,27,172,"Grozny, Chechen Republic Russia",2154,"Grozny, Chechen Republic Russia",Zubaira Tukhugov,65,2/17/2014,647,4636,3,3,0,33,170,"Castanhal, Para Brazil",2183,"Castanhal, Para Brazil",Douglas Silva de Andrade,61,DEC,blue
0,0,37,175,Rio de Janeiro Brazil,2096,"Florianopolis, Santa Catarina Brazil",Ivan Jorge,70,2/16/2014,647,4641,3,3,0,38,170,"Afonso Claudio, Espirito Santo Brazil",1367,"Vila Velha, Espirito Santo Brazil",Rodrigo Damm,70,DEC,red
0,0,33,162,"Januaria, Minas Gerais Brazil",2095,"San Diego, California United States",Wilson Reis,56,2/16/2014,647,4660,3,3,0,38,175,Marajo Brazil,1706,"Soure, Para Brazil",Iuri Alcantara,61,DEC,red
0,0,34,172,Caracas Venezuela,1864,Tokyo Japan,Maximo Blanco,65,2/16/2014,647,4669,3,3,0,30,172,Sao Paulo Brazil,1858,Sao Paulo Brazil,Felipe Arantes,61,DEC,red
0,0,33,177,Akita Japan,2171,Tokyo Japan,Takenori Sato,77,3/7/2014,647,4683,1,3,0,34,182,"Vila Velha, Espirito Santo Brazil",1820,"Vila Velha, Espirito Santo Brazil",Erick Silva,77,KO/TKO,red
0,0,26,180,Nalchik Russia,2172,"Fairfield, New Jersey USA",Albert Tumenov,77,2/16/2014,647,4684,3,3,0,35,187,"Soure, Para Brazil",2051,"Soure, Para Brazil",Ildemar Alcantara,84,DEC,red
0,0,33,190,Seoul South Korea,2020,Seoul South Korea,Hyun Gyu Lim,77,1/7/2014,648,4592,5,5,0,32,177,Brussels Belgium,942,Brussels Belgium,Tarec Saffiedine,77,DEC,red
0,0,29,175,"Providence, Rhode Island USA",2153,"Boca Raton, Florida USA",Sean Soriano,65,1/7/2014,648,4593,2,3,0,40,170,Ibaraki Japan,750,Ibaraki Japan,Tatsuya Kawajiri,65,SUB,red
0,0,36,180,Rio de Janeiro Brazil,2151,Rio de Janeiro Brazil,Luiz Dutra,77,1/7/2014,648,4594,1,3,0,37,177,Osaka Japan,2131,Osaka Japan,Kiichi Kunimoto,77,KO/TKO,red
0,0,33,165,"Okinoerabujima, Kagoshima Prefecture Japan",2132,"Okinoerabujima, Kagoshima Prefecture Japan",Shunichi Shimizu,61,1/7/2014,648,4595,3,3,0,31,175,Busan South Korea,2018,Busan South Korea,Kyung Ho Kang,61,SUB,red
0,0,34,190,"Santa Cruz, CA USA",1805,"Albuquerque, NM USA",Quinn Mulhern,70,1/7/2014,648,4596,3,3,0,36,172,Kagoshima Japan,941,Tokyo Japan,Katsunori Kikuno,65,DEC,red
0,0,31,167,Tamuning Guam,2143,Tamuning Guam,Jon Delos Reyes,56,1/8/2014,648,4620,1,3,0,29,170,"Honolulu, Hawaii USA",2054,"Honolulu, Hawaii USA",Dustin Kimura,61,SUB,red
0,0,35,175,Seoul South Korea,2145,Seoul South Korea,Tae Hyun Bang,70,8/29/2016,648,4621,3,3,0,30,175,"Grozny, Chechen Republic Russia",2144,Vienna Austria,Mairbek Taisumov,70,DEC,red
0,0,28,193,"Sacramento, CA USA",2146,Maha Sarakham Thailand,Will Chope,65,1/7/2014,648,4622,2,3,0,26,180,"Oahu, Hawaii United States",1936,"Waianae, Hawaii United States",Max Holloway,65,KO/TKO,red
0,0,40,180,"Santa Clara, CA USA",2148,Baguio City Philippines,Dave Galera,61,1/5/2014,648,4623,3,3,0,31,170,Singapore,2147,Singapore,Royston Wee,61,DEC,red
0,0,32,170,"Honolulu, Hawaii United States",2164,"Honolulu, Hawaii United States",Russell Doane,61,1/8/2014,648,4663,2,3,0,35,170,"Ubatuba, Sao Paulo Brazil",2165,Singapore,Leandro Issa,61,SUB,blue
0,0,38,185,"Sacramento, California United States",2009,London England,Jimi Manuwa,93,3/10/2014,649,4597,2,5,0,31,195,Arboga Sweden,1139,Stockholm Sweden,Alexander Gustafsson,93,KO/TKO,red
0,0,35,177,Malmo Sweden,2060,Malmo Sweden,Ilir Latifi,93,6/3/2014,649,4627,1,3,0,45,198,"Celle Saint Cloud, Paris France",699,Rueil Malmaison France,Cyrille Diabate,93,SUB,blue
0,0,39,162,Dublin Ireland,2196,Dublin Ireland,Neil Seery,56,7/8/2017,649,4643,3,3,0,40,167,East London England,1170,East London England,Brad Pickett,61,DEC,red
0,0,30,182,"Kizlyar, Dagestan Russia",2104,Makhachkala Russia,Omari Akhmedov,84,6/3/2014,649,4644,1,3,0,30,180,Reykjavik Iceland,2015,Reykjavik Iceland,Gunnar Nelson,77,,red
0,0,32,187,Doncaster England,2156,Doncaster England,Danny Mitchell,77,3/10/2014,649,4645,3,3,0,37,185,Brasilia Brazil,2100,"Albuquerque, NM USA",Igor Araujo,77,DEC,red
0,0,36,180,"Rondonopolis, Mato Grosso Brazil",2162,Rio de Janeiro Brazil,Claudio Silva,77,3/10/2014,649,4653,3,3,0,29,185,Bath England,2030,Melksham England,Bradley Scott,77,DEC,blue
0,0,34,185,Helsingborg Sweden,2161,Copenhagen Denmark,Mats Nilsson,77,3/10/2014,649,4654,1,3,0,30,198,London England,2064,Cambridge England,Luke Barnatt,84,KO/TKO,red
0,0,34,160,"Yonkers, New York USA",1911,"Hoboken, New Jersey USA",Louis Gaudinot,56,6/21/2014,649,4685,1,3,0,35,162,Portsmouth England,2016,Portsmouth England,Phil Harris,56,SUB,no contest
0,0,40,185,Sao Paulo Brazil,326,Sao Paulo Brazil,Demian Maia,77,2/24/2014,650,4634,3,3,0,29,182,"Quesnel, B.C. Canada",1176,"Montreal, Quebec Canada",Rory MacDonald,77,DEC,red
0,0,30,180,"Temple, Texas USA",1596,"Belton, Texas USA",TJ Waldburger,77,2/24/2014,650,4646,3,3,0,43,182,"Dresden, Tennessee United States",870,"Las Vegas, Nevada United States",Mike Pyle,77,KO/TKO,red
0,0,32,167,Sao Paulo Brazil,2191,Sao Paulo Brazil,Pedro Munhoz,61,4/1/2016,650,4656,3,3,0,36,165,Recife Brazil,1039,"Alpharetta, Georgia  United States",Raphael Assuncao,61,DEC,red
0,0,35,182,"Simpsonville, South Carolina United States",1944,"Simpsonville, South Carolina United States",Stephen Thompson,77,3/7/2014,650,4657,1,3,0,27,182,Middlemore New Zealand,2037,Sydney Australia,Robert Whittaker,84,KO/TKO,blue
0,0,38,167,"Takoma Park, Maryland United States",2022,"Sacramento, California United States",Sara McMann,61,3/7/2014,650,4666,1,5,0,31,170,"Riverside, California USA",1828,"Venice, California USA",Ronda Rousey,61,KO/TKO,red
0,0,32,167,"Barberton, Ohio United States",2099,"Cleveland, Ohio United States",Jessica Eye,56,2/24/2014,650,4667,3,3,0,34,167,"Niagara Falls, Ontario Canada",1839,"San Jose, California United States",Alexis Davis,56,DEC,red
0,0,29,170,"Long Island, New York United States",2177,"Uniondale, New York United States",Aljamain Sterling,61,2/24/2014,650,4668,3,3,0,31,177,"Blackwell, Oklahoma USA",2192,"Visalia, California USA",Cody Gibson,61,DEC,blue
0,0,30,177,"Cedar Rapids, Iowa United States",1092,"Milwaukee, Wisconsin United States",Erik Koch,70,2/24/2014,650,4675,1,3,0,36,172,Recife Brazil,1136,"Whippany, NJ USA",Rafaello Oliveira,70,KO/TKO,blue
0,0,34,162,"Las Vegas, Nevada USA",2135,"St. Charles, Missouri USA",Joshua Sampo,56,4/4/2016,650,4677,3,3,0,35,162,"Bethlehem, Pennsylvania USA",2152,"Philadelphia, Pennsylvania USA",Zach Makovsky,56,DEC,red
0,0,33,172,Havana Cuba,2185,"Miami, FL USA",Yosdenis Cedeno,70,2/24/2014,650,4725,3,3,0,35,172,"Brawley, CA USA",2184,"Orange County, CA USA",Ernest Chavez,70,DEC,red
0,0,32,180,"Pirapora do Bom Jesus, Sao Paulo Brazil",2093,"Pirapora do Bom Jesus, Sao Paulo Brazil",Elias Silverio,70,1/16/2014,651,4525,3,3,0,40,172,"Ann Arbor, Michigan USA",1824,"Albuquerque, New Mexico USA",Isaac Vallie-Flagg,70,DEC,blue
0,0,32,172,"Spokane, Washington United States",1978,"Spokane, Washington United States",Sam Sicilia,65,1/16/2014,651,4599,2,3,0,34,185,"Augusta, Georgia USA",522,"Coconut Creek, Florida USA",Cole Miller,65,SUB,red
0,0,34,167,"Washington, DC USA",1861,"Camp Springs, MD USA",Mike Easton,61,1/16/2014,651,4600,3,3,0,32,167,"Angels Camp, California USA",1905,"Denver, Colorado USA",TJ Dillashaw,61,DEC,red
0,0,38,180,Limassol Cyprus,1781,"Long Island , New York USA",Costas Philippou,84,1/16/2014,651,4601,1,5,0,33,190,"Santa Cruz, California United States",1294,"Santa Cruz, California United States",Luke Rockhold,84,KO/TKO,red
0,0,30,185,"Kailua, Hawaii United States",1546,"Las Vegas, Nevada United States",Brad Tavares,84,1/16/2014,651,4608,3,3,0,32,180,"Riverside, California USA",1783,"Riverside, California USA",Lorenz Larkin,77,DEC,blue
0,0,37,187,"Riverdale, GA USA",2090,"Omaha, NE USA",Brian Houston,84,1/16/2014,651,4612,3,3,0,37,190,"Vancouver, Washington United States",1810,"Tukwila, Washington United States",Trevor Smith,84,DEC,red
0,0,29,177,Goetapeh Iran,2168,"Yorba Linda, California United States",Beneil Dariush,70,1/16/2014,651,4613,1,3,0,37,177,"Hollidaysburg, PA USA",1478,"Whippany, NJ USA",Charlie Brenneman,70,SUB,blue
0,0,35,177,"Mansfield, Ohio USA",1817,"Bellefontaine, Ohio USA",Justin Edwards,70,1/16/2014,651,4614,3,3,0,30,180,"Concord, CA USA",1814,"San Francisco, CA USA",Ramsey Nijem,70,DEC,red
0,0,34,185,"Wilmington, North Carolina United States",1806,"Wilmington, North Carolina United States",Derek Brunson,84,1/16/2014,651,4616,3,3,0,41,182,Pinar del Rio Cuba,1866,"Coconut Creek, Florida United States",Yoel Romero,84,KO/TKO,red
0,0,37,182,"Indianapolis, Indiana USA",2102,"Indianapolis, Indiana USA",Garett Whiteley,70,1/19/2014,651,4617,3,3,0,35,177,"Lancaster, California United States",1986,"Simi Valley, California United States",Vinc Pichel,70,DEC,red
0,0,29,165,"Goshen, Indiana United States",1504,"Franklin, Tennessee United States",Dustin Ortiz,56,1/16/2014,651,4629,3,3,0,34,167,"Phoenix, Arizona United States",2007,"Phoenix, Arizona United States",John Moraga,56,DEC,red
0,0,27,175,"Honolulu, Hawaii United States",2166,"Kapolei, Hawaii  United States",Louis Smolka,56,1/16/2014,651,4664,3,3,0,32,165,Istanbul Turkey,2142,"Long Island, NY USA",Alptekin Ozkilic,56,DEC,blue
0,0,39,187,Rio de Janeiro Brazil,375,"Worcester, Massachusetts USA",Gabriel Gonzaga,109,1/27/2014,652,4581,3,3,0,36,193,"Euclid, Ohio United States",1852,"Independence, Ohio United States",Stipe Miocic,109,DEC,red
0,0,36,167,"Maua, Sao Paulo Brazil",1999,"Salvador, Bahia Brazil",Hugo Viana,61,1/27/2014,652,4584,3,3,0,32,175,"Muscatine, IA USA",2088,"Coconut Creek, FL USA",Junior Hernandez,61,DEC,blue
0,0,40,177,"San Jose, CA USA",356,"San Jose, CA USA",Josh Thomson,70,1/27/2014,652,4602,5,5,0,34,175,"Colorado Springs, Colorado USA",1066,"Glendale, Arizona USA",Benson Henderson,77,DEC,red
0,0,32,175,"Des Moines, Iowa United States",545,"San Diego, California United States",Jeremy Stephens,65,1/27/2014,652,4604,3,3,0,34,177,"Portage, Indiana United States",1486,"Portage, Indiana United States",Darren Elkins,65,DEC,blue
0,0,32,177,"London, Ontario Canada",2097,"London, Ontario Canada",Jesse Ronson,70,2/16/2014,647,4625,3,3,0,40,175,"Amarante, Piaui Brazil",1997,"Brasilia, Distrito Federal Brazil",Francisco Trinaldo,70,DEC,red
0,0,35,175,"New Orleans, LA USA",501,"Coconut Creek, FL USA",Melvin Guillard,70,3/10/2014,649,4521,3,3,0,32,177,"St. Louis, Missouri United States",1711,"Boca Raton, Florida United States",Michael Johnson,65,DEC,red
0,0,37,187,"Doylestown, Pennsylvania United States",1694,"Boca Raton, Florida United States",Patrick Cummins,93,2/24/2014,650,4706,1,3,0,39,180,"Lafayette, Louisiana United States",1409,"San Jose, California United States",Daniel Cormier,106,KO/TKO,red
0,0,37,175,"Santa Ana, California USA",2041,"Glendale, Arizona USA",Yaotzin Meza,65,6/6/2014,652,4609,3,3,0,33,167,"Milwaukee, Wisconsin USA",2010,"Milwaukee, Wisconsin USA",Chico Camus,56,DEC,no contest
0,0,35,175,Fauldhouse Scotland,2128,Glasgow Scotland,Rob Whiteford,65,3/17/2014,653,4692,3,3,0,33,170,"Dallas, TX USA",1932,"Houston, TX USA",Daniel Pineda,65,DEC,blue
1,0,37,177,"Hollidaysburg, PA USA",1478,"Whippany, NJ USA",Charlie Brenneman,70,5/23/2014,660,4774,2,3,0,39,175,"San Francisco, California USA",1061,"Sacramento, California USA",Danny Castillo,70,KO/TKO,red
0,0,31,180,Bushmills Northern Ireland,2036,Bushmills Northern Ireland,Norman Parke,70,3/24/2014,662,4710,3,3,0,38,182,Rio de Janeiro Brazil,2078,"Campos, Rio de Janeiro Brazil",Leonardo Santos,70,,draw
0,0,30,185,"Toronto, Ontario Canada",2224,"Toronto, Ontario Canada",Elias Theodorou,84,4/21/2014,663,4812,2,3,0,34,185,"Edmonton, Alberta Canada",2225,"St. Albert, Alberta Canada",Sheldon Westcott,77,KO/TKO,blue
0,0,35,185,"Lindenhurst, New York United States",2055,"Farmingdale, New York United States",Ryan LaFlare,77,5/21/2014,665,4753,3,3,0,35,170,"Boston, Massachusetts USA",646,"Boston, Massachusetts USA",John Howard,77,DEC,blue
0,0,35,182,Belo Horizonte Brazil,1594,"New York City, New York United States",Rafael Natal,84,5/12/2014,667,4739,3,3,0,38,185,"Vancouver, Washington United States",419,"Portland, Oregon United States ",Ed Herman,93,DEC,red
0,0,34,172,"Goldendale, Washington United States",1184,"Las Vegas, Nevada United States",Bryan Caraway,61,6/9/2014,668,4806,2,3,0,28,172,Monterrey Mexico,1979,Monterrey Mexico,Erik Perez,61,SUB,blue
1,1,32,175,"Des Moines, Iowa United States",545,"San Diego, California United States",Jeremy Stephens,65,6/29/2014,670,4783,5,5,0,34,172,"Palm Springs, California United States",1050,"Palm Springs, California United States",Cub Swanson,65,DEC,red
0,0,35,182,"Montego Bay, Jamaica West Indies",2286,"Uniondale, New York USA",Eddie Gordon,84,7/8/2014,671,4927,1,4,0,29,187,"Goiania, Goias Brazil",2282,"Atlanta, Georgia USA",Dhiego Lima,77,KO/TKO,blue
1,1,30,177,"Miami, Florida United States",1755,"Miami, Florida United States",Alex Caceres,65,7/8/2014,673,4868,3,3,1,39,167,"Isla Vista , California USA",959,"Sacramento, California USA",Urijah Faber,61,SUB,red
2,0,37,190,"Vancouver, Washington United States",1810,"Tukwila, Washington United States",Trevor Smith,84,7/21/2014,675,4872,3,3,0,35,187,Umea Sweden,2058,Umea Sweden,Tor Troeng,84,DEC,blue
0,0,38,170,"Sioux Falls, South Dakota USA",1401,"Venice, California USA",Shayna Baszler,61,9/2/2014,677,4856,2,3,1,35,165,"Campina Grande, Paraiba Brazil",2133,"Campina Grande, Paraiba Brazil",Bethe Correia,61,KO/TKO,red
0,0,35,177,"Manaus, Amazonas Brazil",915,"Manaus, Amazonas Brazil",Adriano Martins,70,1/27/2014,652,4610,1,3,0,35,185,"Denver, Colorado United States",1076,"Albuquerque, New Mexico United States",Donald Cerrone,77,KO/TKO,red
0,0,39,170,Port au Prince Haiti,1060,"Montreal, Quebec Canada",Yves Jabouin,61,1/27/2014,652,4630,2,3,0,34,170,"Houston, Texas United States",961,"Chesterton, Indiana  United States",Eddie Wineland,61,KO/TKO,red
0,0,26,190,Donetsk Ukraine,2076,Donetsk Ukraine,Nikita Krylov,93,12/5/2016,652,4632,1,3,0,35,195,"Birmingham, Alabama United States",2106,"Birmingham, Alabama United States",Walt Harris,113,KO/TKO,blue
0,0,37,177,"Miami, FL USA",2028,"Miami, FL USA",Mike Rio,70,1/27/2014,652,4640,2,3,0,33,172,"Wayne, Michigan USA",1976,"Detroit, Michigan USA",Daron Cruickshank,70,KO/TKO,red
0,0,25,167,"Milwaukee, Wisconsin United States",2118,"Milwaukee, Wisconsin United States",Sergio Pettis,56,1/27/2014,652,4661,3,3,0,30,177,"Miami, Florida United States",1755,"Miami, Florida United States",Alex Caceres,65,SUB,red
0,0,28,185,"Waterloo, Iowa USA",2173,"Milwaukee, Wisconsin USA",Mike Rhodes,77,1/27/2014,652,4689,3,3,0,37,182,"Red Bank, New Jersey United States",2174,"Belmar, New Jersey United States",George Sullivan,77,DEC,red
0,0,36,180,"San Diego, California United States ",471,"Coconut Creek, Florida United States ",Robbie Lawler,77,3/17/2014,653,4628,5,5,0,35,175,"Ada, Oklahoma United States",947,"Fort Worth, Texas United States",Johny Hendricks,84,DEC,red
0,0,27,185,"Anaheim, California United States",2204,"Corona, California United States",Sean Strickland,77,6/3/2014,653,4637,1,3,0,35,190,"Childress, TX USA",2067,"Wichita Falls, TX USA",Bubba McDaniel,84,SUB,blue
0,0,40,175,Matanzas Cuba,768,"Matanzas, Cuba United States",Hector Lombard,84,2/13/2017,653,4639,3,3,0,39,182,"Summertown , TN USA",1202,"San Francisco, CA USA",Jake Shields,77,DEC,blue
0,0,29,177,"Hazel Park, Michigan United States",1974,"San Diego, California United States",Myles Jury,65,10/7/2018,653,4647,3,3,0,36,177,"Albuquerque, New Mexico United States",461,"Albuquerque, New Mexico United States",Diego Sanchez,70,DEC,blue
0,0,31,175,Santiago Dominican Republic,2130,"Montreal, Quebec Canada",Alex Garcia,77,3/17/2014,653,4648,3,3,0,31,177,"Bluefield, Virginia USA",2053,"Dallas, Texas USA",Sean Spencer,77,DEC,blue
0,0,36,175,"St. Louis, Missouri United States",1386,"St. Louis, Missouri United States",Tyron Woodley,77,3/17/2014,653,4650,2,3,0,34,187,"Albuquerque, New Mexico United States",663,"Albuquerque, New Mexico United States",Carlos Condit,77,KO/TKO,blue
0,0,26,170,"Spartanburg, South Carolina United States",2126,"Spartanburg, South Carolina United States",Justin Scoggins,61,4/2/2014,653,4655,3,3,0,32,175,Alcapulco Mexico,1143,"Dallas, TX USA",Will Campuzano,56,DEC,blue
0,0,34,177,"Tacoma, WA USA",669,"Vancouver, Washington USA",Rick Story,77,3/17/2014,653,4674,3,3,0,26,175,"San Jose, California United States",2070,"Yuma, Arizona United States",Kelvin Gastelum,84,DEC,red
0,0,31,175,"Kingston, Pennsylvania USA",1859,"Swoyersville, Pennsylvania USA",Jimy Hettes,65,3/17/2014,653,4676,3,3,0,31,167,"Saugerties, New York United States",1907,"Lindenhurst, New York United States",Dennis Bermudez,65,KO/TKO,red
0,0,27,157,"Umuarama, Parana Brazil",2079,"Niteroi, Rio de Janeiro Brazil",Jessica Andrade,52,3/17/2014,653,4678,3,3,0,30,170,"Colorado Springs, Colorado United States",2150,"Colorado Spring, Colorado United States",Raquel Pennington,61,DEC,blue
0,0,36,175,Mexico City Mexico,2175,"McAllen, Texas USA",Francisco Trevino,70,4/2/2014,653,4690,3,3,0,31,170,"Fortaleza, CE Brazil",2012,"Fortaleza, Ceara Brazil",Renee Forte,70,DEC,blue
1,1,26,190,Donetsk Ukraine,2076,Donetsk Ukraine,Nikita Krylov,93,12/5/2016,653,4728,1,3,0,35,190,"Immokalee, Florida United States",1499,"Knoxville, Tennessee United States",Ovince Saint Preux,93,SUB,red
0,0,31,185,"Brighton, Sussex England",637,"Brighton, Sussex England",John Hathaway,77,3/7/2014,655,4670,3,5,0,36,187,Suwon South Korea,455,Busan South Korea,Dong Hyun Kim,77,KO/TKO,red
0,0,33,182,"El Paso, Texas USA",1850,"Baton Rouge, Louisiana USA",Shawn Jordan,118,3/7/2014,655,4671,1,3,0,40,190,"Bloomington, Illinois USA",1163,"Indianapolis, Indiana USA",Matt Mitrione,120,KO/TKO,red
0,0,36,167,La Paz El Salvador,476,"Montreal, Quebec Canada",Ivan Menjivar,65,3/3/2014,655,4672,3,3,0,35,180,"Nagoya, Aichi Pref. Japan",733,"Nagoya, Aichi Pref. Japan",Hatsu Hioki,65,DEC,red
0,0,37,175,Seoul South Korea,2169,Seoul South Korea,Yui Chul Nam,65,3/3/2014,655,4673,3,3,0,31,180,Tokyo Japan,2044,Tokyo Japan,Kazuki Tokudome,70,DEC,blue
0,0,35,167,Birmingham England,1882,Birmingham England,Vaughan Lee,61,3/3/2014,655,4699,3,3,0,35,167,"Orange County, CA USA",1243,"Little Saigon, CA USA",Nam Phan,61,DEC,blue
0,0,,,,2179,,Lipeng Zhang,,3/3/2014,655,4701,3,3,0,32,182,Shandong China,2180,Beijing China,Sai Wang,77,DEC,blue
0,0,27,182,Inner Mongolia China,2188,Xi'an China,An Ying Wang,77,3/3/2014,655,4731,1,3,0,33,180,"Toronto, Ontario Canada",2187,"Toronto, Ontario Canada",Albert Cheng,77,KO/TKO,blue
0,0,32,172,Baguio City Philippines,2190,Baguio City Philippines,Mark Eddiva,65,3/3/2014,655,4732,3,3,0,32,170,Xinjiang China,2189,Xi'an China,Jumabieke Tuerxun,61,DEC,blue
0,0,38,187,"Sobralia, Minas Gerais Brazil",1968,"Danbury, Connecticut United States",Glover Teixeira,93,5/23/2014,660,4686,5,5,0,31,193,"Rochester, New York USA",549,"Albuquerque, New Mexico USA",Jon Jones,93,DEC,red
0,0,28,180,"Federal Way, Washington United States ",2119,"Sacramento, California United States ",Andre Fili,65,5/23/2014,660,4695,3,3,1,26,180,"Oahu, Hawaii United States",1936,"Waianae, Hawaii United States",Max Holloway,65,SUB,red
0,0,31,170,"Wichita, Kansas United States",1970,"Lee's Summit, Missouri United States",Tim Elliott,56,12/1/2016,660,4704,1,3,0,34,162,"San Antonio, Texas USA",911,"Las Cruces, New Mexico USA",Joseph Benavidez,56,SUB,red
0,0,35,165,"Campina Grande, Paraiba Brazil",2133,"Campina Grande, Paraiba Brazil",Bethe Correia,61,5/23/2014,660,4705,3,3,0,32,180,"Whitesburg, KY USA",2138,"Glendale, CA USA",Jessamyn Duke,61,DEC,blue
0,0,37,182,"Lincolnville, Maine United States",435,"Sunbury, Pennsylvania United States",Tim Boetsch,84,5/23/2014,660,4717,1,3,1,33,190,"Santa Cruz, California United States",1294,"Santa Cruz, California United States",Luke Rockhold,84,SUB,red
0,0,34,187,"Dublin, Georgia United States",516,"Boca Raton, Florida United States",Anthony Johnson,93,5/23/2014,660,4719,3,3,0,34,187,"Harrisburg, Pennsylvania USA",1189,"San Diego, California USA",Phil Davis,93,DEC,blue
0,0,31,177,"Makaha, Hawaii United States",1481,"Makaha, Hawaii United States",Yancy Medeiros,77,5/23/2014,660,4729,1,3,0,35,172,"Sparta, New Jersey United States",509,"Sparta, New Jersey United States",Jim Miller,70,SUB,red
1,0,40,172,"Ann Arbor, Michigan USA",1824,"Albuquerque, New Mexico USA",Isaac Vallie-Flagg,70,5/23/2014,660,4740,3,3,0,40,172,Kanagawa Japan,721,Tokyo Japan,Takanori Gomi,70,DEC,red
0,0,37,172,"Miami, Florida United States",2219,"Homestead, Florida United States",Patrick Williams,61,5/23/2014,660,4817,2,3,0,33,170,"Ventura, California USA",2220,"Ventura, California USA",Chris Beal,61,KO/TKO,red
0,0,30,177,Dagestan Russia,1919,Dagestan Russia,Khabib Nurmagomedov,70,4/21/2014,661,4635,3,3,0,33,172,Rio de Janeiro Brazil,532,Rio de Janeiro Brazil,Rafael dos Anjos,77,DEC,blue
0,0,36,200,"Honolulu, Hawaii United States",1515,"San Diego, California United States",Travis Browne,115,4/21/2014,661,4687,5,5,0,41,193,Porto Alegre Brazil,308,"Los Angeles, California United States",Fabricio Werdum,104,DEC,red
