BPrev,BStreak,B_Age,B_Height,B_HomeTown,B_ID,B_Location,B_Name,B_Weight,Date,Event_ID,Fight_ID,Last_round,Max_round,RPrev,R_Age,R_Height,R_HomeTown,R_ID,R_Location,R_Name,R_Weight,winby,winner
5,1,36,172,"Chicago, Illinois United States",1054,"Chicago, Illinois United States",Ricardo Lamas,65,6/5/2016,774,6107,3,3,8,26,180,"Oahu, Hawaii United States",1936,"Waianae, Hawaii United States",Max Holloway,65,DEC,red
3,0,40,175,Matanzas Cuba,768,"Matanzas, Cuba United States",Hector Lombard,84,2/13/2017,774,6108,2,3,5,48,180,"Downey, California USA",129,"Temecula, California USA",Dan Henderson,84,KO/TKO,red
5,3,38,180,"Rimouski, Quebec Canada",405,"Montreal, Quebec Canada",Patrick Cote,77,6/20/2016,775,6053,3,3,9,35,185,"Denver, Colorado United States",1076,"Albuquerque, New Mexico United States",Donald Cerrone,77,KO/TKO,red
5,0,35,185,"Cottage Grove, Minnesota USA",2205,"Salt Lake City, Utah USA",Sean O'Connell,93,6/20/2016,775,6071,3,3,2,37,180,"St-Jean Sur Richelieu, Quebec, Canada, Quebec Canada",2195,"St-Jean Sur Richelieu, Quebec Canada",Steve Bosse,93,DEC,red
5,0,32,187,"Milwaukee, Wisconsin United States",2264,"Temecula, California United States",Sam Alvey,93,6/20/2016,775,6072,3,3,4,30,185,"Toronto, Ontario Canada",2224,"Toronto, Ontario Canada",Elias Theodorou,84,DEC,red
5,2,32,175,Sao Paulo Brazil,2073,Sao Paulo Brazil,Leandro Silva,70,6/20/2016,775,6073,3,3,3,32,180,Toronto Canada,2243,"Charlottetown, Prince Edward Island Canada",Jason Saggo,70,DEC,red
1,0,31,177,Toulouse France,2756,Albuquerque New Mexico,Thibault Gouti,70,7/24/2018,775,6074,3,3,5,29,175,"Montreal, Quebec Canada",2223,"Montreal, Quebec Canada",Olivier Aubin-Mercier,70,SUB,red
4,3,29,185,Orneta Poland,2122,Orneta Poland,Krzysztof Jotko,84,6/20/2016,775,6075,1,3,1,31,193,"Ithaca, New York USA",546,"Binghamton, New York United States",Tamdan McCrory,84,KO/TKO,blue
0,0,31,190,"Quebec City, Quebec Canada",2779,"Quebec City, Quebec Canada",Jonathan Meunier,77,7/6/2016,775,6076,3,3,4,30,180,"Clovis, California United States",2297,"Fort Lauderdale, Florida United States",Colby Covington,77,SUB,red
0,0,24,185,Chisinau Republic of Moldova,2765,Chisinau Republic of Moldova,Ion Cutelaba,93,6/20/2016,775,6077,3,3,2,31,190,Riga Latvia,2608,"Toronto, Ontario Canada",Misha Cirkunov,93,SUB,red
1,0,33,170,"San Diego, California United States",2710,"Glendale, Arizona United States",Jocelyn Jones-Lybarger,52,6/20/2016,775,6110,3,3,3,33,162,Baghdad Iraq,2350,"Windsor, Ontario Canada",Randa Markos,52,DEC,red
3,0,31,167,"Porterville, California United States",2309,"Porterville, California United States",Joe Soto,61,6/20/2016,775,6111,3,3,4,33,170,"Ventura, California USA",2220,"Ventura, California USA",Chris Beal,61,SUB,blue
3,1,32,167,Irvine Scotland,2339,Glasgow Scotland,Joanne Calderwood,56,7/6/2016,775,6133,3,3,4,35,170,"Montreal, Quebec Canada",2256,"Coconut Creek, FL USA",Valerie Letourneau,56,KO/TKO,blue
2,1,28,165,"Tampa, Florida USA",2610,"Tampa, Florida USA",Geane Herrera,56,6/20/2016,775,6146,3,3,3,33,162,Dagestan Republic Russia,2084,Dagestan Republic Russia,Ali Bagautinov,56,DEC,red
3,1,29,162,"Mossoro, Rio Grande do Norte Brazil",2277,Rio de Janeiro Brazil,Claudia Gadelha,52,8/29/2016,776,6038,5,5,5,31,167,Olsztyn Poland,2280,Olsztyn Poland,Joanna Jedrzejczyk,52,DEC,red
7,1,26,175,"Detroit, Michigan United States",2157,"Las Vegas, Nevada United States",Kevin Lee,70,7/11/2016,776,6112,1,3,5,24,180,"Melbourne, Victoria Australia",2258,"Epping, Victoria Australia",Jake Matthews,77,KO/TKO,blue
1,1,32,180,"Adrian, Michigan United States",2585,"Indianapolis, Indiana United States",Andrew Holbrook,70,7/11/2016,776,6116,1,3,1,29,172,"Anapolis, Goias Brazil",2573,Curitiba Brasil,Joaquim Silva,70,KO/TKO,red
1,1,30,193,"Corpus Christi, Texas United States",1843,"Omaha, Nebraska United States",Anthony Smith,93,7/11/2016,776,6117,3,3,5,33,185,"Ibitinga, Sao Paulo Brazil",1991,"Miami, Florida United States",Cezar Ferreira,84,DEC,red
1,0,31,180,Cairns Australia,2698,"Cannonvale, Queensland Australia",Anton Zafir,77,7/11/2016,776,6118,1,3,4,30,182,Xinjiang China,2206,Beijing China,Li Jingliang,77,KO/TKO,red
1,0,36,167,Rio de Janeiro Brazil,2576,Rio de Janeiro Brazil,Fernando Bruno,65,7/11/2016,776,6135,3,3,2,39,172,"Phoenix, Arizona United States",374,"Las Vegas, Nevada United States",Gray Maynard,65,DEC,red
1,1,25,162,Belo Horizonte Brazil,2578,Rio de Janerio Brazil,Matheus Nicolau,56,7/11/2016,776,6147,3,3,5,34,167,"Phoenix, Arizona United States",2007,"Phoenix, Arizona United States",John Moraga,56,DEC,blue
0,0,32,177,"Chicago, Illinois United States",2042,"Coconut Creek, Florida United States",Will Brooks,70,7/11/2016,776,6170,3,3,8,34,172,Sunderland England,875,Sunderland England,Ross Pearson,70,DEC,blue
0,0,33,187,"East Liverpool, Ohio United States",2794,"East Liverpool, Ohio United States",Josh Stansbury,93,7/11/2016,776,6198,3,3,0,30,190,"Lynden, Washington USA",2793,"Las Vegas, Nevada USA",Cory Hendricks,93,DEC,blue
0,0,26,160,"Lansing, Michigan United States",2792,"Bath, Michigan United States",Amanda Cooper,52,7/11/2016,776,6199,1,4,0,27,165,"Bellflower, California USA",2791,"Rancho Cucamonga, California USA",Tatiana Suarez,52,SUB,red
0,0,28,185,"Los Angeles, California  United States",2790,"Las Vegas, Nevada United States",Khalil Rountree,93,7/11/2016,776,6200,3,4,0,30,185,"Belleville, Illinois United States",2789,"Fairfield, New Jersey United States",Andrew Sanchez,84,DEC,red
3,3,27,172,"Uhrichsville, Ohio USA",2369,"Sacramento, California USA",Cody Garbrandt,61,5/31/2016,777,6054,1,5,4,27,170,Sao Paulo Brazil,2325,Sao Paulo Brazil,Thomas Almeida,61,KO/TKO,blue
5,0,32,175,"Des Moines, Iowa United States",545,"San Diego, California United States",Jeremy Stephens,65,5/30/2016,777,6055,3,3,4,31,167,Natal Brazil,1527,Rio de Janeiro Brazil,Renan Barao,61,DEC,blue
4,3,39,185,"Joinvillve, Santa Catarina Brazil",2245,Rio de Janeiro Brazil,Vitor Miranda,84,5/31/2016,777,6056,3,3,5,31,187,"Alameda, California United States",1550,"Lakewood, Colorado United States",Chris Camozzi,84,DEC,red
0,0,31,177,"Olean, New York United States",2774,"Charlotte, North Carolina United States",Jordan Rinaldi,70,5/30/2016,777,6057,3,3,4,35,172,"Greensboro, North Carolina United States",2013,"Boca Raton, Florida United States",Abel Trujillo,70,DEC,red
3,2,34,177,"Tacoma, WA USA",669,"Vancouver, Washington USA",Rick Story,77,5/31/2016,777,6058,3,3,3,32,177,Brussels Belgium,942,Brussels Belgium,Tarec Saffiedine,77,DEC,blue
0,0,31,190,"Calvert County, Maryland United States",2763,"Pittsburgh, Pennsylvania United States",Adam Milstead,93,5/29/2016,777,6059,2,3,1,39,193,"San Jose, CA USA",2605,"Washougal, WA USA",Chris de la Rocha,113,KO/TKO,blue
0,0,34,190,"Blumenau, Santa Catarina Brazil",2766,"Blumenau, Santa Catarina Brazil",Alberto Uda,84,5/31/2016,777,6060,2,3,3,29,190,"St. Louis, Missouri USA",2364,"Cuba, Missouri USA",Jake Collier,93,KO/TKO,red
3,0,31,182,"St. Catharines, Ontario Canada",2507,"Kelowna, BC Canada",Shane Campbell,70,5/30/2016,777,6061,2,3,2,30,177,"Cedar Rapids, Iowa United States",1092,"Milwaukee, Wisconsin United States",Erik Koch,70,SUB,red
5,1,34,180,"Philadelphia, Pennsylvania United States",2316,"Philadelphia, Pennsylvania United States",Paul Felder,70,5/30/2016,777,6062,3,3,4,38,177,"Salt Lake City, Utah United States",407,"Draper, Utah United States",Joshua Burkman,77,DEC,blue
6,0,32,180,"Riverside, California USA",1783,"Riverside, California USA",Lorenz Larkin,77,5/31/2016,777,6063,3,3,6,33,180,"Miami, Florida United States",1272,"Miami, Florida United States",Jorge Masvidal,77,DEC,blue
4,0,32,167,"Barberton, Ohio United States",2099,"Cleveland, Ohio United States",Jessica Eye,56,5/30/2016,777,6067,3,3,4,38,167,"Takoma Park, Maryland United States",2022,"Sacramento, California United States",Sara McMann,61,DEC,red
4,4,36,167,"Summit, New Jersey United States",451,"Toms River, New Jersey United States",Frankie Edgar,65,7/11/2016,778,6081,5,5,3,32,170,Manaus Brazil,1052,Rio de Janeiro Brazil,Jose Aldo,65,DEC,red
4,1,36,200,"Honolulu, Hawaii United States",1515,"San Diego, California United States",Travis Browne,115,7/11/2016,778,6082,1,3,1,36,185,"Yuma, Arizona USA",497,"San Jose, California USA",Cain Velasquez,109,KO/TKO,red
6,0,26,175,"San Jose, California United States",2070,"Yuma, Arizona United States",Kelvin Gastelum,84,7/11/2016,778,6083,3,3,4,35,175,"Ada, Oklahoma United States",947,"Fort Worth, Texas United States",Johny Hendricks,84,DEC,blue
6,4,34,187,Rio de Janeiro Brazil,2087,Rio de Janeiro Brazil,Thiago Santos,93,7/11/2016,778,6084,1,3,7,33,187,Tehran Iran,786,"Leiden, Holland The Netherlands",Gegard Mousasi,84,KO/TKO,red
4,0,34,177,"Brockton, Massachusetts United States",524,"Bridgewater, Massachusetts United States",Joe Lauzon,70,10/7/2018,778,6085,1,3,4,36,177,"Albuquerque, New Mexico United States",461,"Albuquerque, New Mexico United States",Diego Sanchez,70,KO/TKO,blue
1,0,32,177,"Seville, Andalusia Spain",2701,"Huntington Beach, California United States",Enrique Marin,77,7/11/2016,778,6086,3,3,3,22,182,"Houston, Texas United States",2628,"Katy, Texas United States",Sage Northcutt,77,DEC,red
3,0,40,172,Kanagawa Japan,721,Tokyo Japan,Takanori Gomi,70,7/11/2016,778,6087,1,3,6,35,172,"Sparta, New Jersey United States",509,"Sparta, New Jersey United States",Jim Miller,70,KO/TKO,red
4,3,30,172,"Salvador, Bahia Brazil",1719,"Miami, Florida United States",Amanda Nunes,61,7/11/2016,778,6095,1,5,5,32,167,"Tacoma, Washington United States",1317,"Las Vegas, Nevada United States",Miesha Tate,61,SUB,blue
2,2,29,167,"Spokane, Washington USA",1511,"Spokane, Washington USA",Julianna Pena,61,7/12/2016,778,6099,3,3,2,,,,2017,,Cat Zingano,,DEC,blue
2,2,36,165,Recife Brazil,1039,"Alpharetta, Georgia  United States",Raphael Assuncao,61,7/11/2016,778,6134,3,3,5,32,167,"Angels Camp, California USA",1905,"Denver, Colorado USA",TJ Dillashaw,61,DEC,red
5,2,44,177,South Auckland New Zealand,735,Sydney Australia,Mark Hunt,120,7/11/2016,778,6160,3,3,0,41,190,"Webster, South Dakota USA",305,"Regina, Saskatchewan Canada",Brock Lesnar,120,DEC,no contest
2,0,43,187,Curitiba Brazil,235,Curitiba Brazil,Anderson Silva,84,7/11/2016,778,6202,3,3,5,39,180,"Lafayette, Louisiana United States",1409,"San Jose, California United States",Daniel Cormier,106,DEC,red
4,1,30,177,Frankfurt Germany,2268,"Los Angeles, California USA",James Moontasri,77,7/25/2016,779,6088,3,3,5,30,180,"Tres Rios, Rio de Janeiro Brazil",2469,"Tres Rios, Rio de Janeiro Brazil",Alex Oliveira,77,DEC,red
4,2,34,190,Great Novgorod Russia,2200,"Fairfield, New Jersey USA",Alexander Yakovlev,77,7/25/2016,779,6090,3,3,2,31,182,Auchi Nigeria,2587,"Dallas, Texas United States",Kamaru Usman,77,DEC,red
0,0,34,187,Russia,2767,Kaliningrad City Russia,Dmitrii Smoliakov,114,7/25/2016,779,6094,2,3,1,25,187,Rio de Janeiro Brazil,2658,Rio de Janerio Brazil,Luis Henrique,93,SUB,red
2,0,36,175,"Santa Ana, California United States",778,"San Francisco, California United States",Gilbert Melendez,70,7/25/2016,779,6128,3,3,7,32,180,Rio de Janeiro Brazil,1657,"Nova Friburgo, Rio de Janeiro Brazil",Edson Barboza,70,DEC,red
2,0,30,165,Bishkek Kyrgyzstan,2731,Lima Peru,Valentina Shevchenko,56,7/25/2016,779,6130,5,5,4,36,172,"Albuquerque, New Mexico United States",2317,"Albuquerque, New Mexico United States",Holly Holm,65,DEC,blue
0,0,38,180,Odzaci Serbia,2752,Odzaci Serbia,Bojan Mihajlovic,93,7/25/2016,779,6139,1,3,2,32,193,Batie Cameroon,2659,Las Vegas United States,Francis Ngannou,113,KO/TKO,red
3,0,34,170,"Houston, Texas United States",961,"Chesterton, Indiana  United States",Eddie Wineland,61,7/25/2016,779,6140,3,3,4,38,167,"Phoenix, Arizona United States",2304,"Scottsdale, Arizona United States",Frankie Saenz,61,KO/TKO,blue
3,3,31,170,"Fortaleza, Ceara Brazil",1993,"Fortaleza, Ceara Brazil",Godofredo Pepey,65,7/25/2016,779,6141,3,3,5,34,177,"Portage, Indiana United States",1486,"Portage, Indiana United States",Darren Elkins,65,DEC,red
0,0,28,175,"Oklahoma City, Oklahoma United States",2797,"Oklahoma City, Oklahoma United States",JC Cottrell,70,7/25/2016,779,6142,3,3,3,37,167,"Belem, Para Brazil",2074,"Belem, Para Brazil",Michel Prazeres,77,DEC,red
1,0,26,177,"Jackson, Mississippi United States",2724,"D'Iberville, Mississippi United States",Jason Knight,65,7/25/2016,779,6151,3,3,3,31,175,"New York, New York USA",2202,"Fort Lauderdale, Florida USA",Jim Alers,65,DEC,blue
3,2,34,175,"Philadelphia, Pennsylvania United States",890,"Philadelphia, Pennsylvania  United States",Eddie Alvarez,70,7/11/2016,780,6104,1,5,6,33,172,Rio de Janeiro Brazil,532,Rio de Janeiro Brazil,Rafael Dos Anjos,77,KO/TKO,blue
2,0,32,177,"Sakatoon, Saskatchewan Canada",1891,"Edmonton, Alberta Canada",Mitch Clarke,70,7/11/2016,780,6114,1,3,3,30,177,Donegal Ireland,2426,Donegal Ireland,Joe Duffy,70,SUB,red
8,3,33,190,"New Orleans, Louisiana United States",2082,"Houston, Texas United States",Derrick Lewis,118,7/11/2016,780,6119,3,3,5,42,182,"Las Vegas, Nevada United States",1015,"Las Vegas, Nevada United States",Roy Nelson,119,DEC,blue
1,0,34,165,Manaus Brazil,2577,Manaus Brazil,Dileno Lopes,61,7/11/2016,780,6120,3,3,3,32,172,"Tucson, Arizona USA",2308,"Tucson, Arizona USA",Anthony Birchak,61,DEC,red
0,0,30,180,"Chicago, Illinois United States",2778,"Chicago, Illinois United States",Belal Muhammad,77,7/11/2016,780,6122,3,3,6,36,182,"Lafayette, Louisiana United States",2291,"Los Angeles, California United States",Alan Jouban,77,DEC,red
1,0,33,185,La Seyne-sur-Mer France,2746,"Los Angeles, California USA",Mehdi Baghdad,70,7/11/2016,780,6123,3,3,4,33,172,"Halifax, Nova Scotia Canada",1675,"Montreal, Quebec Canada",John Makdessi,70,DEC,red
2,2,36,182,"Campina Grande, Paraiba Brazil",2186,"Los Angeles, CA",Alberto Mina,77,7/12/2016,780,6124,2,3,4,43,182,"Dresden, Tennessee United States",870,"Las Vegas, Nevada United States",Mike Pyle,77,KO/TKO,blue
1,1,28,182,"Guadalajara, Jalisco Mexico",2703,Guadalajara Mexico,Alvaro Herrera,70,7/20/2018,780,6125,2,3,2,26,180,"Westwood, New Jersey United States",2588,Brasília Brasil,Vicente Luque,77,SUB,red
1,0,27,172,Gdansk Poland,2292,Gdansk Poland,Lukasz Sajewski,70,7/11/2016,780,6126,1,3,4,32,177,"Niteroi, Rio de Janeiro Brasil",2288,"Boca Raton, Florida USA",Gilbert Burns,70,SUB,red
1,1,35,170,Sao Paulo Brazil,2571,Sao Paulo Brazil,Reginaldo Vieira,61,7/11/2016,780,6127,2,3,2,32,172,Mexico City Mexico,2358,Mexico City Mexico,Marco Beltran,56,SUB,red
4,0,32,167,Sao Paulo Brazil,2191,Sao Paulo Brazil,Pedro Munhoz,61,7/12/2016,780,6138,1,3,4,32,170,"Honolulu, Hawaii United States",2164,"Honolulu, Hawaii United States",Russell Doane,61,SUB,blue
3,1,39,172,"El Reno, OK USA",2276,"Oklahoma City, OK USA",Jerrod Sanders,61,7/11/2016,780,6165,2,3,3,30,172,Sao Paulo Brazil,1858,Sao Paulo Brazil,Felipe Arantes,61,SUB,red
3,0,28,177,"Amarillo, Texas USA",2429,"Boulder, Colorado USA",Cody Pfister,70,7/14/2016,781,6106,3,3,2,35,175,"Knoxville , Tennessee United States",2558,"Knoxville , Tennessee United States",Scott Holtzman,70,DEC,red
2,0,34,180,Tokyo Japan,525,Tokyo Japan,Keita Nakamura,77,7/14/2016,781,6109,2,3,4,38,185,"Dubbo, New South Wales Australia",1549,"Albuquerque, New Mexico USA",Kyle Noke,77,SUB,blue
0,0,26,175,"Neptune, New Jersey United States",2784,"Albuquerque, New Mexico United States",Lando Vannata,70,7/14/2016,781,6132,2,3,6,34,180,"Oxnard, California United States",1815,"Orange County, California United States",Tony Ferguson,70,SUB,red
5,4,28,160,"Paranagua, Parana Brazil",1966,"Paranagua, Parana Brazil",John Lineker,61,7/14/2016,781,6144,1,5,1,27,175,"Modesto, California USA",1650,"Modesto, California USA",Michael McDonald,61,KO/TKO,blue
4,2,36,182,"Sokolow, Podlaski Poland",2083,Warsaw Poland,Daniel Omielanczuk,112,10/7/2018,781,6166,3,3,2,,,,2155,,Aleksei Oleinik,,DEC,blue
2,2,30,165,"Sioux Falls, South Dakota United States",2505,Brisbane Australia,Ben Nguyen,56,7/14/2016,781,6167,2,3,5,27,175,"Honolulu, Hawaii United States",2166,"Kapolei, Hawaii  United States",Louis Smolka,56,KO/TKO,red
1,0,28,193,"Apopka, Florida United States",2740,"Orlando, Florida United States",Alex Nicholson,84,7/13/2016,781,6168,1,3,0,28,182,"Sioux Falls, South Dakota United States",2780,"Sioux Falls, South Dakota United Statets",Devin Clark,93,KO/TKO,blue
0,0,31,170,"Safford, Arizona United States",2781,"Denver, Colorado United States",Matthew Lopez,61,7/14/2016,781,6169,3,3,3,34,167,Brasilia Brazil,1044,Brasilia Brazil,Rani Yahya,61,SUB,red
1,0,24,165,Bucharest Romania,2759,Bucharest Romania,Cristina Stanciu,52,7/14/2016,781,6178,1,3,2,31,170,"Tucson, Arizona United States",2603,"Phoenix, Arizona United States",Cortney Casey,52,KO/TKO,red
6,0,32,187,"Milwaukee, Wisconsin United States",2264,"Temecula, California United States",Sam Alvey,93,5/17/2018,781,6185,1,3,0,32,185,"Stoughton, Massachusetts United States",2782,"Olneyville, Rhode Island United States",Eric Spicely,84,SUB,blue
0,0,29,175,"Quakertown, Pennsylvania United States",2785,"Kenilworth, New Jersey United States",Katlyn Chookagian,56,7/14/2016,781,6194,3,3,3,35,170,"Anchorage, Alaska United States",2293,"Glendale, Arizona United States",Lauren Murphy,56,DEC,blue
1,0,33,177,"Albury, NSW Austrailia",2762,"Brisbane, QLD Australia",Damien Brown,70,8/1/2016,782,6137,1,3,1,27,180,Asuncion Paraguay,2706,Asuncion Paraguay,Cesar Arzamendia,70,KO/TKO,blue
4,2,36,175,"St. Louis, Missouri United States",1386,"St. Louis, Missouri United States",Tyron Woodley,77,7/31/2016,782,6143,1,5,6,36,180,"San Diego, California United States ",471,"Coconut Creek, Florida United States ",Robbie Lawler,77,KO/TKO,blue
1,1,29,182,Novi Sad Serbia,2754,"Denver, Colorado United States",Bojan Velickovic,77,8/1/2016,782,6148,3,3,2,27,177,"Toledo, OH USA",2586,"Coconut Creek, FL USA",Michael Graves,77,,draw
2,1,28,172,Monterrey Mexico,1979,Monterrey Mexico,Erik Perez,61,7/31/2016,782,6149,3,3,5,37,172,"Whittier, California USA",1689,"Buena Park, California USA",Francisco Rivera,61,DEC,blue
1,0,38,185,Opole Poland,2732,Opole Poland,Damian Grabowski,109,8/1/2016,782,6152,1,3,5,38,195,"Kent, Washington United States",2215,"Albuquerque, New Mexico United States",Anthony Hamilton,118,KO/TKO,red
5,0,33,175,"Omaha, Nebraska United States",965,"Lake Forest, California United States",Jake Ellenberger,77,8/1/2016,782,6153,1,3,5,37,182,"Xenia, Ohio USA",432,"Denver, Colorado USA",Matt Brown,77,KO/TKO,blue
3,3,30,180,"Clovis, California United States",2297,"Fort Lauderdale, Florida United States",Colby Covington,77,12/14/2015,753,5692,1,3,3,27,180,"Governador Valadares, Minas Gerais Brazil",2247,Rio de Janeiro Brazil,Warlley Alves,77,SUB,red
2,0,28,165,Kanagawa Japan,2210,Kanagawa Japan,Michinori Tanaka,61,1/4/2016,754,5871,3,3,2,31,167,"Porterville, California United States",2309,"Porterville, California United States",Joe Soto,61,DEC,blue
0,0,26,177,"Jackson, Mississippi United States",2724,"D'Iberville, Mississippi United States",Jason Knight,65,12/14/2015,756,5889,3,3,3,40,170,Ibaraki Japan,750,Ibaraki Japan,Tatsuya Kawajiri,65,DEC,red
1,1,33,172,"San Diego, California USA",1057,"San Diego, California USA",Dominick Cruz,61,1/18/2016,759,5786,5,5,4,32,167,"Angels Camp, California USA",1905,"Denver, Colorado USA",TJ Dillashaw,61,DEC,blue
2,0,31,177,"Guadalajara, Jalisco Mexico",2422,"San Diego, California USA",Masio Fullen,65,2/1/2016,761,5860,3,3,4,30,177,"Miami, Florida United States",1755,"Miami, Florida United States",Alex Caceres,65,DEC,red
0,0,34,187,Malkiya Syria,2736,Nuremberg Germany,Jarjis Danho,120,2/29/2016,763,5924,3,3,3,36,182,"Sokolow, Podlaski Poland",2083,Warsaw Poland,Daniel Omielanczuk,112,DEC,red
3,1,36,182,"Phoenix, Arizona USA",485,"Glendale, Arizona USA",Joe Riggs,84,2/22/2016,765,5911,1,3,4,31,187,"Alameda, California United States",1550,"Lakewood, Colorado United States",Chris Camozzi,84,KO/TKO,red
4,0,32,177,"Chatham, Ontario Canada",2222,"Chatham, Ontario Canada",Chad Laprise,77,3/21/2016,766,5992,3,3,7,34,172,Sunderland England,875,Sunderland England,Ross Pearson,70,DEC,red
2,0,34,193,Santa Catarina Brazil,535,"Salvador, Bahia Brazil",Junior Dos Santos,108,4/11/2016,769,5993,5,5,3,36,193,"Kenosha, Wisconsin USA",969,"Kenosha, Wisconsin USA",Ben Rothwell,120,DEC,blue
0,0,25,182,"Navirai, MS Brazil",2772,Curitiba Brazil,Luan Chagas,77,5/17/2016,770,6043,3,3,2,36,182,São Paulo Brasil,1992,Curitiba Brazil,Sergio Moraes,77,,draw
5,4,35,182,Belo Horizonte Brazil,1594,"New York City, New York United States",Rafael Natal,84,4/25/2016,772,5997,3,3,5,27,182,Middlemore New Zealand,2037,Sydney Australia,Robert Whittaker,84,DEC,red
5,1,39,162,Dublin Ireland,2196,Dublin Ireland,Neil Seery,56,7/8/2017,773,6065,3,3,5,27,165,Gunma Japan,2103,"Coconut Creek, Florida USA",Kyoji Horiguchi,56,DEC,red
4,4,35,182,"Simpsonville, South Carolina United States",1944,"Simpsonville, South Carolina United States",Stephen Thompson,77,6/20/2016,775,6037,5,5,4,29,182,"Quesnel, B.C. Canada",1176,"Montreal, Quebec Canada",Rory MacDonald,77,DEC,blue
3,1,33,170,Florianopolis Brazil,533,Florianopolis Brazil,Thiago Tavares,65,7/11/2016,776,6121,1,3,2,27,177,Daegu South Korea,2198,Busan South Korea,Dooho Choi,65,KO/TKO,red
3,1,34,172,"Goldendale, Washington United States",1184,"Las Vegas, Nevada United States",Bryan Caraway,61,5/29/2016,777,6079,3,3,4,29,170,"Long Island, New York United States",2177,"Uniondale, New York United States",Aljamain Sterling,61,DEC,blue
3,1,27,162,"Ewa Beach, Hawaii United States ",2306,"Ewa Beach, Hawaii United States ",Kailin Curran,52,7/25/2016,779,6131,1,3,2,34,162,"Chicago, Illinois United States",2343,"Crystal Lake, Illinois United States",Felice Herrig,52,SUB,red
0,0,31,175,"Laranjal do Jari, Amapa Brazil",2289,Rio de Janeiro Brazil,Tiago Trator,65,7/27/2014,678,4941,3,3,0,35,177,"Tijuana, Baja California Mexico",2287,"Tijuana, Baja California Mexico",Akbarh Arreola,70,DEC,blue
1,1,27,170,Sao Paulo Brazil,2325,Sao Paulo Brazil,Thomas Almeida,61,8/25/2015,711,5308,1,3,2,39,170,Port au Prince Haiti,1060,"Montreal, Quebec Canada",Yves Jabouin,61,KO/TKO,blue
3,0,29,177,"Hazel Park, Michigan United States",1974,"San Diego, California United States",Myles Jury,65,19/12/2015,750,5813,1,3,5,28,177,Sao Paulo Brazil,1531,"Houston , Texas United States",Charles Oliveira,70,SUB,red
3,0,30,190,"Orlando, Florida USA",2066,"Tallahassee, Florida USA",Josh Samman,84,7/14/2016,781,6105,2,3,5,37,182,"Lincolnville, Maine United States",435,"Sunbury, Pennsylvania United States",Tim Boetsch,84,KO/TKO,red
0,0,28,200,"Spokane, Washington United States",2875,"Spokane, Washington United States",Daniel Spitz,111,3/6/2017,809,6494,3,3,1,34,187,Taunton  England,2827,Bridgewater England,Mark Godbeer,109,DEC,red
0,0,26,195,"Imo State, Nigeria United States",2984,"Dallas, Texas United States",Kennedy Nzechukwu,93,8/23/2017,841,6822,3,3,0,29,187,Kremenchuk Ukraine,2983,"Philadelphia, Pennsylvania USA",Anton Berzin,93,DEC,blue
2,2,32,160,Lodz Poland,2678,Lodz Poland,Karolina Kowalkiewicz,52,8/1/2016,782,6162,3,3,4,26,165,"Milwaukee, Wisconsin United States",2344,"Denver, Colorado United States",Rose Namajunas,52,DEC,blue
7,0,33,180,"Miami, Florida United States",1272,"Miami, Florida United States",Jorge Masvidal,77,8/1/2016,782,6181,3,3,9,34,172,Sunderland England,875,Sunderland England,Ross Pearson,70,DEC,blue
2,2,39,165,Bogotá Colombia,2462,Cundinamarca Colombia,Fredy Serrano,56,7/31/2016,782,6209,3,3,2,29,165,"San Diego, California USA",2134,"Dallas, Texas USA",Ryan Benoit,56,DEC,red
0,0,32,157,"Uruapan, Michoacan Mexico",2801,"Sacramento, California United States",Hector Sandoval,56,7/31/2016,782,6210,1,3,5,33,162,"Januaria, Minas Gerais Brazil",2095,"San Diego, California United States",Wilson Reis,56,SUB,red
2,0,40,190,"Seattle, Washington USA",328,"Fullerton, California USA",Josh Barnett,113,9/5/2016,783,6156,3,5,6,39,190,Minsk Belarus,367,"Chicago, Illinois United States",Andrei Arlovski,109,SUB,blue
6,3,35,177,Malmo Sweden,2060,Malmo Sweden,Ilir Latifi,93,9/4/2016,783,6157,2,3,5,35,187,"Reno, Nevada USA",503,"Tempe, Arizona USA",Ryan Bader,93,KO/TKO,red
0,0,30,185,Uddevalla Sweden,2775,Oslo Norway,Jack Hermansson,84,9/5/2016,783,6158,3,3,4,30,190,Yorkshire England,2302,"Doncaster, Yorkshire England",Scott Askham,84,DEC,blue
3,0,33,180,Hundested Denmark,2509,Copenhagen Denmark,Nicolas Dalby,77,9/3/2016,783,6163,3,3,3,31,182,Zabrze Poland,668,"Au, Balingen Germany",Peter Sobotta,77,DEC,red
0,0,34,177,Leicester England,2806,Loughborough England,Jimmy Wallhead,77,9/5/2016,783,6164,3,3,0,26,182,Nuremberg Germany,2776,Nuremberg Germany,Jessin Ayari,77,DEC,red
4,1,35,187,Cieszyn Poland,2300,Warsaw Poland,Jan Blachowicz,93,9/3/2016,783,6182,3,3,3,31,195,Arboga Sweden,1139,Stockholm Sweden,Alexander Gustafsson,93,DEC,red
4,1,35,175,Seoul South Korea,2145,Seoul South Korea,Tae Hyun Bang,70,9/5/2016,783,6211,3,3,4,34,167,Elsdorf Germany,2207,Cologne Germany,Nick Hein,70,DEC,red
